Name,Toy,Fish,Type,Silver Equivalent,Gold Equivalent,Food condition,Date,Theme,Toy Size
Shadow / Haiiro-san,Cardboard café,4,Silver,4,0.08,Sashimi,12/7/2015,Modern style,Large
Fred / Chatora-san,Kotatsu,8,Silver,8,0.16,Sashimi,12/7/2015,Modern style,Large
Tubbs / Manzoku-san,Sashimi,40,Silver,40,0.8,Sashimi,12/7/2015,Modern style,N/A
Socks / Kutsushita-san,Thick cooling pad,5,Silver,5,0.1,Sashimi,12/7/2015,Modern style,Small
Spots / Shirokuro-san,Giant cushion,1,Silver,1,0.02,Sashimi,12/7/2015,Modern style,Small
Bolt / Kijitora-san,Kotatsu,7,Silver,7,0.14,Sashimi,12/7/2015,Modern style,Large
Smokey / Kuroneko-san,Kotatsu,3,Silver,3,0.06,Sashimi,12/7/2015,Modern style,Large
Shadow / Haiiro-san,Cardboard café,6,Silver,6,0.12,Sashimi,12/7/2015,Modern style,Large
Kathmandu / Maromayu-san,Temari ball,27,Silver,27,0.54,Sashimi,12/7/2015,Modern style,Small
Tabitha / Shimamike-san,Kotatsu,5,Gold,250,5,Sashimi,12/7/2015,Modern style,Large
Snowball / Shironeko-san,Thick cooling pad,2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Small
Speckles / Kurobuchi-san,Cardboard café,7,Silver,7,0.14,Sashimi,12/7/2015,Modern style,Large
Lexy / Haishiro-san,Tent (blizzard),28,Silver,28,0.56,Sashimi,12/7/2015,Modern style,Small
Ginger / Akage-san,Kotatsu,7,Silver,7,0.14,Sashimi,12/7/2015,Modern style,Large
Pumpkin / Shirochatora-san,Rubber ball (red),6,Silver,6,0.12,Sashimi,12/7/2015,Modern style,Small
Rascal / Haihachi-san,Tent (blizzard),2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Small
Sassy Fran / Café-san,Cardboard café,11,Silver,11,0.22,Sashimi,12/7/2015,Modern style,Large
Fred / Chatora-san,Thick cooling pad,7,Silver,7,0.14,Sashimi,12/7/2015,Modern style,Small
Smokey / Kuroneko-san,Tent (blizzard),7,Silver,7,0.14,Sashimi,12/7/2015,Modern style,Small
Lexy / Haishiro-san,Temari ball,15,Silver,15,0.3,Sashimi,12/7/2015,Modern style,Small
Speckles / Kurobuchi-san,Giant cushion,4,Gold,200,4,Sashimi,12/7/2015,Modern style,Small
Princess / Mugiwara-san,Tunnel (3D piece),1,Silver,1,0.02,Sashimi,12/7/2015,Modern style,Large
Pepper / Odd-san,Thick cooling pad,8,Silver,8,0.16,Sashimi,12/7/2015,Modern style,Small
Bandit / Sabigara-san,Tunnel (3D piece),3,Silver,3,0.06,Sashimi,12/7/2015,Modern style,Large
Socks / Kutsushita-san,Cardboard café,3,Silver,3,0.06,Sashimi,12/7/2015,Modern style,Large
Misty / Sabatora-san,Giant cushion,3,Silver,3,0.06,Sashimi,12/7/2015,Modern style,Small
Pickles / Shirosaba-san,Giant cushion,3,Silver,3,0.06,Sashimi,12/7/2015,Modern style,Small
Fred / Chatora-san,Tent (blizzard),21,Silver,21,0.42,Sashimi,12/7/2015,Modern style,Small
Pumpkin / Shirochatora-san,Rubber ball (red),3,Silver,3,0.06,Sashimi,12/7/2015,Modern style,Small
Rascal / Haihachi-san,Cardboard café,2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Large
Mack / Shirotora-san,Tent (blizzard),5,Silver,5,0.1,Sashimi,12/7/2015,Modern style,Small
Bolt / Kijitora-san,Thick cooling pad,10,Silver,10,0.2,Sashimi,12/7/2015,Modern style,Small
Marshmallow / Point-san,Tunnel (3D piece),6,Silver,6,0.12,Sashimi,12/7/2015,Modern style,Large
Kathmandu / Maromayu-san,Temari ball,33,Silver,33,0.66,Sashimi,12/7/2015,Modern style,Small
Breezy / Shirokiji-san,Basket case,2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Small
Speckles / Kurobuchi-san,Giant cushion,7,Silver,7,0.14,Sashimi,12/7/2015,Modern style,Small
Gozer / Tobi-san,Cardboard café,5,Silver,5,0.1,Sashimi,12/7/2015,Modern style,Large
Pepper / Odd-san,Thick cooling pad,8,Silver,8,0.16,Sashimi,12/7/2015,Modern style,Small
Shadow / Haiiro-san,Pom-pom sock,6,Silver,6,0.12,Sashimi,12/7/2015,Modern style,Small
Sunny / Tobimike-san,Tunnel (3D piece),2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Large
Lexy / Haishiro-san,Temari ball,16,Silver,16,0.32,Sashimi,12/7/2015,Modern style,Small
Callie / Mike-san,Cardboard café,2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Large
Snowball / Shironeko-san,Giant cushion,3,Silver,3,0.06,Sashimi,12/7/2015,Modern style,Small
Pepper / Odd-san,Thick cooling pad,5,Silver,5,0.1,Sashimi,12/7/2015,Modern style,Small
Bandit / Sabigara-san,Tunnel (3D piece),2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Large
Willie / Kurotora-san,Basket case,2,Silver,2,0.04,Sashimi,12/7/2015,Modern style,Small
Sassy Fran / Café-san,Cardboard café,12,Silver,12,0.24,Sashimi,12/7/2015,Modern style,Large
Patches / Buchi-san,Temari ball,5,Silver,5,0.1,Bonito bitz,12/7/2015,Modern style,Small
Bandit / Sabigara-san,Tunnel (3D piece),2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Sunny / Tobimike-san,Thick cooling pad,3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Small
Smokey / Kuroneko-san,Tent (blizzard),3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Small
Speckles / Kurobuchi-san,Giant cushion,3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Small
Spots / Shirokuro-san,Giant cushion,2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Small
Pickles / Shirosaba-san,Tunnel (3D piece),7,Silver,7,0.14,Bonito bitz,12/7/2015,Modern style,Large
Pumpkin / Shirochatora-san,Tunnel (3D piece),1,Silver,1,0.02,Bonito bitz,12/7/2015,Modern style,Large
Willie / Kurotora-san,Cardboard café,4,Silver,4,0.08,Bonito bitz,12/7/2015,Modern style,Large
Lexy / Haishiro-san,Pom-pom sock,20,Silver,20,0.4,Bonito bitz,12/7/2015,Modern style,Small
Rascal / Haihachi-san,Cardboard café,2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Mack / Shirotora-san,Tent (blizzard),6,Silver,6,0.12,Bonito bitz,12/7/2015,Modern style,Small
Callie / Mike-san,Cardboard café,2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Socks / Kutsushita-san,Tunnel (3D piece),3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Large
Princess / Mugiwara-san,Basket case,2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Small
Breezy / Shirokiji-san,Thick cooling pad,4,Silver,4,0.08,Bonito bitz,12/7/2015,Modern style,Small
Patches / Buchi-san,Temari ball,7,Silver,7,0.14,Bonito bitz,12/7/2015,Modern style,Small
Snowball / Shironeko-san,Giant cushion,1,Silver,1,0.02,Bonito bitz,12/7/2015,Modern style,Small
Fred / Chatora-san,Tunnel (3D piece),5,Silver,5,0.1,Bonito bitz,12/7/2015,Modern style,Large
Marshmallow / Point-san,Basket case,8,Silver,8,0.16,Bonito bitz,12/7/2015,Modern style,Small
Speckles / Kurobuchi-san,Tunnel (3D piece),2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Gabriel / Hachiware-san,Cardboard café,4,Silver,4,0.08,Bonito bitz,12/7/2015,Modern style,Large
Smokey / Kuroneko-san,Giant cushion,4,Silver,4,0.08,Bonito bitz,12/7/2015,Modern style,Small
Tabitha / Shimamike-san,Giant cushion,2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Small
Spots / Shirokuro-san,Tunnel (3D piece),1,Silver,1,0.02,Bonito bitz,12/7/2015,Modern style,Large
Pumpkin / Shirochatora-san,Tunnel (3D piece),2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Rascal / Haihachi-san,Tent (blizzard),5,Silver,5,0.1,Bonito bitz,12/7/2015,Modern style,Small
Socks / Kutsushita-san,Tunnel (3D piece),2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Shadow / Haiiro-san,Cardboard café,3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Large
Shadow / Haiiro-san,Pom-pom sock,9,Silver,9,0.18,Bonito bitz,12/7/2015,Modern style,Small
Cocoa / Chahachi-san,Tunnel (3D piece),2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Callie / Mike-san,Giant cushion,4,Silver,4,0.08,Bonito bitz,12/7/2015,Modern style,Small
Breezy / Shirokiji-san,Basket case,2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Small
Fred / Chatora-san,Tent (blizzard),16,Silver,16,0.32,Bonito bitz,12/7/2015,Modern style,Small
Bolt / Kijitora-san,Thick cooling pad,7,Silver,7,0.14,Bonito bitz,12/7/2015,Modern style,Small
Socks / Kutsushita-san,Tunnel (3D piece),2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Marshmallow / Point-san,Tunnel (3D piece),1,Silver,1,0.02,Bonito bitz,12/7/2015,Modern style,Large
Snowball / Shironeko-san,Giant cushion,3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Small
Spots / Shirokuro-san,Tunnel (3D piece),2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Large
Princess / Mugiwara-san,Basket case,2,Silver,2,0.04,Bonito bitz,12/7/2015,Modern style,Small
Sunny / Tobimike-san,Tunnel (3D piece),1,Silver,1,0.02,Bonito bitz,12/7/2015,Modern style,Large
Smokey / Kuroneko-san,Tent (blizzard),8,Silver,8,0.16,Bonito bitz,12/7/2015,Modern style,Small
Gozer / Tobi-san,Heating stove,6,Silver,6,0.12,Bonito bitz,12/7/2015,Modern style,Large
Pickles / Shirosaba-san,Giant cushion,9,Silver,9,0.18,Bonito bitz,12/7/2015,Modern style,Small
Bolt / Kijitora-san,Watermelon ball,4,Silver,4,0.08,Bonito bitz,12/7/2015,Modern style,Small
Guy Furry / Bistro-san,Heating stove,3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Large
Tabitha / Shimamike-san,Watermelon ball,3,Silver,3,0.06,Bonito bitz,12/7/2015,Modern style,Small
Pumpkin / Shirochatora-san,Tunnel (3D piece),1,Silver,1,0.02,Bonito bitz,12/7/2015,Modern style,Large
Rascal / Haihachi-san,Heating stove,2,Silver,2,0.04,Ritzy bitz,13/07/2015,Modern style,Large
Tabitha / Shimamike-san,Watermelon ball,5,Silver,5,0.1,Ritzy bitz,13/07/2015,Modern style,Small
Lexy / Haishiro-san,Basket case,20,Silver,20,0.4,Ritzy bitz,13/07/2015,Modern style,Small
Socks / Kutsushita-san,Tunnel (3D piece),3,Silver,3,0.06,Ritzy bitz,13/07/2015,Modern style,Large
Willie / Kurotora-san,Thick cooling pad,4,Silver,4,0.08,Ritzy bitz,13/07/2015,Modern style,Small
Patches / Buchi-san,Giant cushion,9,Silver,9,0.18,Ritzy bitz,13/07/2015,Modern style,Small
Bandit / Sabigara-san,Heating stove,3,Silver,3,0.06,Ritzy bitz,13/07/2015,Modern style,Large
Peaches / Cream-san,Tent (blizzard),11,Silver,11,0.22,Ritzy bitz,13/07/2015,Modern style,Small
Pickles / Shirosaba-san,Tunnel (3D piece),6,Silver,6,0.12,Ritzy bitz,13/07/2015,Modern style,Large
Spots / Shirokuro-san,Tunnel (3D piece),5,Gold,250,5,Ritzy bitz,13/07/2015,Modern style,Large
Bolt / Kijitora-san,Heating stove,4,Silver,4,0.08,Ritzy bitz,13/07/2015,Modern style,Large
Smokey / Kuroneko-san,Pom-pom sock,5,Silver,5,0.1,Ritzy bitz,13/07/2015,Modern style,Small
Sunny / Tobimike-san,Tunnel (3D piece),2,Silver,2,0.04,Ritzy bitz,13/07/2015,Modern style,Large
Snowball / Shironeko-san,Thick cooling pad,3,Silver,3,0.06,Ritzy bitz,13/07/2015,Modern style,Small
Speckles / Kurobuchi-san,Giant cushion,3,Silver,3,0.06,Ritzy bitz,13/07/2015,Modern style,Small
Marshmallow / Point-san,Tunnel (3D piece),5,Silver,5,0.1,Ritzy bitz,13/07/2015,Modern style,Large
Callie / Mike-san,Basket case,4,Silver,4,0.08,Ritzy bitz,13/07/2015,Modern style,Small
Tabitha / Shimamike-san,Giant cushion,3,Silver,3,0.06,Ritzy bitz,13/07/2015,Modern style,Small
Shadow / Haiiro-san,Heating stove,2,Silver,2,0.04,Ritzy bitz,13/07/2015,Modern style,Large
Breezy / Shirokiji-san,Giant cushion,6,Gold,300,6,Ritzy bitz,13/07/2015,Modern style,Small
Socks / Kutsushita-san,Tunnel (3D piece),1,Silver,1,0.02,Ritzy bitz,13/07/2015,Modern style,Large
Pumpkin / Shirochatora-san,Watermelon ball,6,Silver,6,0.12,Ritzy bitz,13/07/2015,Modern style,Small
Mack / Shirotora-san,Thick cooling pad,5,Silver,5,0.1,Ritzy bitz,13/07/2015,Modern style,Small
Cocoa / Chahachi-san,Heating stove,2,Silver,2,0.04,Ritzy bitz,13/07/2015,Modern style,Large
Bandit / Sabigara-san,Heating stove,1,Silver,1,0.02,Ritzy bitz,13/07/2015,Modern style,Large
Fred / Chatora-san,Tunnel (3D piece),10,Silver,10,0.2,Ritzy bitz,13/07/2015,Modern style,Large
Misty / Sabatora-san,Giant cushion,10,Silver,10,0.2,Ritzy bitz,13/07/2015,Modern style,Small
Lexy / Haishiro-san,Pom-pom sock,22,Silver,22,0.44,Ritzy bitz,13/07/2015,Modern style,Small
Rascal / Haihachi-san,Heating stove,2,Silver,2,0.04,Ritzy bitz,13/07/2015,Modern style,Large
Socks / Kutsushita-san,Tent (modern red),4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Shadow / Haiiro-san,Watermelon ball,3,Gold,150,3,Frisky bitz,13/07/2015,Modern style,Small
Pumpkin / Shirochatora-san,Pickling pot,6,Silver,6,0.12,Frisky bitz,13/07/2015,Modern style,Small
Tubbs / Manzoku-san,Frisky bitz,33,Silver,33,0.66,Frisky bitz,13/07/2015,Modern style,N/A
Patches / Buchi-san,Glass vase,13,Silver,13,0.26,Frisky bitz,13/07/2015,Modern style,Small
Breezy / Shirokiji-san,Heating stove,3,Silver,3,0.06,Frisky bitz,13/07/2015,Modern style,Large
Sunny / Tobimike-san,Cake box,1,Silver,1,0.02,Frisky bitz,13/07/2015,Modern style,Small
Bandit / Sabigara-san,Kick toy (bunny),7,Gold,350,7,Frisky bitz,13/07/2015,Modern style,Small
Snowball / Shironeko-san,Basket case,4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Speckles / Kurobuchi-san,Kick toy (bunny),7,Silver,7,0.14,Frisky bitz,13/07/2015,Modern style,Small
Lexy / Haishiro-san,Basket case,10,Silver,10,0.2,Frisky bitz,13/07/2015,Modern style,Small
Callie / Mike-san,Pillow (purple),3,Silver,3,0.06,Frisky bitz,13/07/2015,Modern style,Small
Sunny / Tobimike-san,Cake box,1,Silver,1,0.02,Frisky bitz,13/07/2015,Modern style,Small
Spots / Shirokuro-san,Watermelon ball,2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Small
Snowball / Shironeko-san,Kick toy (bunny),3,Silver,3,0.06,Frisky bitz,13/07/2015,Modern style,Small
Bolt / Kijitora-san,Pillow (purple),14,Silver,14,0.28,Frisky bitz,13/07/2015,Modern style,Small
Shadow / Haiiro-san,Heating stove,4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Large
Guy Furry / Bistro-san,Heating stove,6,Silver,6,0.12,Frisky bitz,13/07/2015,Modern style,Large
Pickles / Shirosaba-san,Pickling pot,9,Silver,9,0.18,Frisky bitz,13/07/2015,Modern style,Small
Marshmallow / Point-san,Basket case,6,Silver,6,0.12,Frisky bitz,13/07/2015,Modern style,Small
Spots / Shirokuro-san,Tent (modern red),2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Small
Bandit / Sabigara-san,Tent (modern red),4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Pumpkin / Shirochatora-san,Watermelon ball,2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Small
Snowball / Shironeko-san,Kick toy (bunny),1,Silver,1,0.02,Frisky bitz,13/07/2015,Modern style,Small
Fred / Chatora-san,Watermelon ball,10,Silver,10,0.2,Frisky bitz,13/07/2015,Modern style,Small
Sunny / Tobimike-san,Glass vase,2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Small
Shadow / Haiiro-san,Heating stove,3,Silver,3,0.06,Frisky bitz,13/07/2015,Modern style,Large
Smokey / Kuroneko-san,Kick toy (bunny),3,Silver,3,0.06,Frisky bitz,13/07/2015,Modern style,Small
Willie / Kurotora-san,Basket case,4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Patches / Buchi-san,Pillow (purple),9,Silver,9,0.18,Frisky bitz,13/07/2015,Modern style,Small
Tabitha / Shimamike-san,Basket case,7,Silver,7,0.14,Frisky bitz,13/07/2015,Modern style,Small
Callie / Mike-san,Pillow (purple),4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Spots / Shirokuro-san,Cake box,4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Snowball / Shironeko-san,Heating stove,4,Gold,200,4,Frisky bitz,13/07/2015,Modern style,Large
Breezy / Shirokiji-san,Tent (modern red),4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Mack / Shirotora-san,Heating stove,2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Large
Cocoa / Chahachi-san,Watermelon ball,2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Small
Bandit / Sabigara-san,Heating stove,1,Silver,1,0.02,Frisky bitz,13/07/2015,Modern style,Large
Princess / Mugiwara-san,Pickling pot,3,Silver,3,0.06,Frisky bitz,13/07/2015,Modern style,Small
Callie / Mike-san,Paper umbrella,1,Silver,1,0.02,Frisky bitz,13/07/2015,Modern style,Large
Sunny / Tobimike-san,Cake box,2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Small
Tabitha / Shimamike-san,Pillow (purple),2,Silver,2,0.04,Frisky bitz,13/07/2015,Modern style,Small
Pumpkin / Shirochatora-san,Hot mat (small),4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Socks / Kutsushita-san,Tent (modern red),5,Silver,5,0.1,Frisky bitz,13/07/2015,Modern style,Small
Pickles / Shirosaba-san,Pickling pot,7,Silver,7,0.14,Frisky bitz,13/07/2015,Modern style,Small
Bolt / Kijitora-san,Watermelon ball,7,Silver,7,0.14,Frisky bitz,13/07/2015,Modern style,Small
Snowball / Shironeko-san,Paper umbrella,3,Gold,150,3,Frisky bitz,13/07/2015,Modern style,Large
Lexy / Haishiro-san,Paper umbrella,16,Silver,16,0.32,Frisky bitz,13/07/2015,Modern style,Large
Spots / Shirokuro-san,Glass vase,4,Silver,4,0.08,Frisky bitz,13/07/2015,Modern style,Small
Smokey / Kuroneko-san,Paper umbrella,4,Gold,200,4,Frisky bitz,13/07/2015,Modern style,Large
Bandit / Sabigara-san,Cake box,3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Small
Speckles / Kurobuchi-san,Kick toy (bunny),7,Silver,7,0.14,Frisky bitz,14/07/2015,Modern style,Small
Shadow / Haiiro-san,Paper umbrella,6,Silver,6,0.12,Frisky bitz,14/07/2015,Modern style,Large
Socks / Kutsushita-san,Tent (modern red),5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Misty / Sabatora-san,Cake box,8,Silver,8,0.16,Frisky bitz,14/07/2015,Modern style,Small
Marshmallow / Point-san,Hot mat (small),8,Silver,8,0.16,Frisky bitz,14/07/2015,Modern style,Small
Gabriel / Hachiware-san,Pillow (purple),4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Small
Sunny / Tobimike-san,Glass vase,2,Silver,2,0.04,Frisky bitz,14/07/2015,Modern style,Small
Willie / Kurotora-san,Paper umbrella,4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Large
Tabitha / Shimamike-san,Hot mat (small),2,Silver,2,0.04,Frisky bitz,14/07/2015,Modern style,Small
Breezy / Shirokiji-san,Pillow (purple),5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Snowball / Shironeko-san,Paper umbrella,3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Large
Cocoa / Chahachi-san,Tent (modern red),7,Silver,7,0.14,Frisky bitz,14/07/2015,Modern style,Small
Speckles / Kurobuchi-san,Kick toy (bunny),5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Bandit / Sabigara-san,Kick toy (bunny),3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Small
Spots / Shirokuro-san,Glass vase,3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Small
Pumpkin / Shirochatora-san,Hot mat (small),7,Silver,7,0.14,Frisky bitz,14/07/2015,Modern style,Small
Smokey / Kuroneko-san,Paper umbrella,8,Silver,8,0.16,Frisky bitz,14/07/2015,Modern style,Large
Princess / Mugiwara-san,Pickling pot,2,Silver,2,0.04,Frisky bitz,14/07/2015,Modern style,Small
Spots / Shirokuro-san,Glass vase,6,Silver,6,0.12,Frisky bitz,14/07/2015,Modern style,Small
Tabitha / Shimamike-san,Watermelon ball,4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Small
Smokey / Kuroneko-san,Kick toy (bunny),5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Breezy / Shirokiji-san,Heating stove,1,Silver,1,0.02,Frisky bitz,14/07/2015,Modern style,Large
Bandit / Sabigara-san,Tent (modern red),4,Gold,200,4,Frisky bitz,14/07/2015,Modern style,Small
Shadow / Haiiro-san,Kick toy (bunny),5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Lexy / Haishiro-san,Basket case,14,Silver,14,0.28,Frisky bitz,14/07/2015,Modern style,Small
Misty / Sabatora-san,Pillow (purple),11,Silver,11,0.22,Frisky bitz,14/07/2015,Modern style,Small
Gozer / Tobi-san,Heating stove,2,Silver,2,0.04,Frisky bitz,14/07/2015,Modern style,Large
Sunny / Tobimike-san,Glass vase,2,Silver,2,0.04,Frisky bitz,14/07/2015,Modern style,Small
Snowball / Shironeko-san,Hot mat (small),4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Small
Socks / Kutsushita-san,Watermelon ball,5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Smokey / Kuroneko-san,Kick toy (bunny),4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Small
Shadow / Haiiro-san,Paper umbrella,2,Silver,2,0.04,Frisky bitz,14/07/2015,Modern style,Large
Breezy / Shirokiji-san,Paper umbrella,3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Large
Bandit / Sabigara-san,Tent (modern red),3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Small
Princess / Mugiwara-san,Glass vase,3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Small
Spots / Shirokuro-san,Cake box,3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Small
Pickles / Shirosaba-san,Pickling pot,9,Silver,9,0.18,Frisky bitz,14/07/2015,Modern style,Small
Lexy / Haishiro-san,Paper umbrella,12,Silver,12,0.24,Frisky bitz,14/07/2015,Modern style,Large
Guy Furry / Bistro-san,Glass vase,7,Silver,7,0.14,Frisky bitz,14/07/2015,Modern style,Small
Ginger / Akage-san,Cake box,6,Silver,6,0.12,Frisky bitz,14/07/2015,Modern style,Small
Gabriel / Hachiware-san,Hot mat (small),4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Small
Socks / Kutsushita-san,Tent (modern red),5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Willie / Kurotora-san,Paper umbrella,4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Large
Lexy / Haishiro-san,Paper umbrella,15,Silver,15,0.3,Frisky bitz,14/07/2015,Modern style,Large
Speckles / Kurobuchi-san,Glass vase,6,Silver,6,0.12,Frisky bitz,14/07/2015,Modern style,Small
Callie / Mike-san,Paper umbrella,3,Silver,3,0.06,Frisky bitz,14/07/2015,Modern style,Large
Fred / Chatora-san,Hot mat (small),13,Silver,13,0.26,Frisky bitz,14/07/2015,Modern style,Small
Snowball / Shironeko-san,Tent (modern red),4,Silver,4,0.08,Frisky bitz,14/07/2015,Modern style,Small
Tabitha / Shimamike-san,Watermelon ball,5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Small
Sunny / Tobimike-san,Cake box,2,Silver,2,0.04,Frisky bitz,14/07/2015,Modern style,Small
Shadow / Haiiro-san,Paper umbrella,5,Silver,5,0.1,Frisky bitz,14/07/2015,Modern style,Large
Marshmallow / Point-san,Pillow (purple),6,Silver,6,0.12,Frisky bitz,14/07/2015,Modern style,Small
Bolt / Kijitora-san,Shipping box (small),11,Silver,11,0.22,Deluxe tuna bitz,14/07/2015,Modern style,Small
Spots / Shirokuro-san,Cool aluminum pad,2,Silver,2,0.04,Deluxe tuna bitz,14/07/2015,Modern style,Small
Tabitha / Shimamike-san,Stress reliever,6,Silver,6,0.12,Deluxe tuna bitz,14/07/2015,Modern style,Small
